model,manipuation_type,seed,total_num,mean,std,max,min,gamma_-0.1,gamma_-0.09,gamma_-0.08,gamma_-0.07,gamma_-0.06,gamma_-0.05,gamma_-0.04,gamma_-0.03,gamma_-0.02,gamma_-0.01,gamma_0,gamma_0.01,gamma_0.02,gamma_0.03,gamma_0.04,gamma_0.05,gamma_0.06,gamma_0.07,gamma_0.08,gamma_0.09,gamma_1.0
anet_meanp,temporal_action_swap,0,"(62,)",0.0048475945,0.04373311,0.10586539,-0.07830158,1.0,1.0,1.0,0.967741935483871,0.9516129032258064,0.8870967741935484,0.8225806451612904,0.7580645161290323,0.6612903225806451,0.6129032258064516,0.4838709677419355,0.4032258064516129,0.3709677419354839,0.2903225806451613,0.2419354838709677,0.1935483870967742,0.1612903225806451,0.0483870967741935,0.032258064516129,0.0161290322580645,0.0
anet_meanp,neighborhood_same_entity,0,"(102,)",-0.0015044142,0.044811282,0.15460481,-0.13725302,0.9607843137254902,0.9607843137254902,0.9509803921568628,0.9411764705882352,0.9215686274509804,0.9019607843137256,0.8431372549019608,0.8235294117647058,0.7352941176470589,0.6176470588235294,0.5,0.392156862745098,0.2352941176470588,0.1568627450980392,0.1176470588235294,0.0980392156862745,0.0588235294117647,0.0490196078431372,0.0392156862745098,0.0294117647058823,0.0
anet_meanp,neighborhood_different_entity,0,"(35,)",-0.008599797,0.039733507,0.07645047,-0.1320587,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.8857142857142857,0.7714285714285715,0.7428571428571429,0.6285714285714286,0.4857142857142857,0.4285714285714285,0.2571428571428571,0.2285714285714285,0.1142857142857142,0.0857142857142857,0.0857142857142857,0.0571428571428571,0.0285714285714285,0.0,0.0,0.0
anet_meanp,counter_spatial,0,"(935,)",0.00421642,0.044056717,0.18114777,-0.14520977,0.9893048128342246,0.9786096256684492,0.972192513368984,0.960427807486631,0.9454545454545454,0.9112299465240642,0.8620320855614974,0.8064171122994652,0.7379679144385026,0.6192513368983957,0.5048128342245989,0.4235294117647059,0.3219251336898395,0.2513368983957219,0.1893048128342246,0.1326203208556149,0.0887700534759358,0.0631016042780748,0.0491978609625668,0.0342245989304812,0.0
anet_meanp,counter_contact,0,"(1008,)",0.0078325225,0.048844844,0.24885288,-0.14926736,0.9831349206349206,0.9742063492063492,0.9613095238095238,0.9444444444444444,0.9305555555555556,0.9047619047619048,0.8591269841269841,0.810515873015873,0.7440476190476191,0.6597222222222222,0.5565476190476191,0.4652777777777778,0.3740079365079365,0.2857142857142857,0.2202380952380952,0.1706349206349206,0.117063492063492,0.0912698412698412,0.058531746031746,0.0426587301587301,0.0
anet_meanp,counter_action,0,"(1168,)",0.018531099,0.047871795,0.19774027,-0.14630905,0.990582191780822,0.985445205479452,0.9820205479452054,0.9726027397260274,0.9580479452054794,0.9443493150684932,0.9118150684931506,0.8758561643835616,0.8116438356164384,0.735445205479452,0.6523972602739726,0.5488013698630136,0.4477739726027397,0.3595890410958904,0.2816780821917808,0.2251712328767123,0.184931506849315,0.1395547945205479,0.1113013698630137,0.0710616438356164,0.0
anet_meanp,counter_attribute,0,"(818,)",0.013254037,0.053086527,0.25427255,-0.22217745,0.9853300733496332,0.9755501222493888,0.9669926650366748,0.9572127139364304,0.9352078239608802,0.910757946210269,0.8740831295843521,0.8337408312958435,0.7750611246943765,0.6968215158924206,0.5831295843520783,0.4779951100244499,0.3997555012224938,0.3337408312958435,0.2591687041564792,0.2176039119804401,0.1613691931540342,0.1271393643031785,0.097799511002445,0.0770171149144254,0.0
anet_frame_8,temporal_contact_swap,0,"(184,)",-0.00074001873,0.04591283,0.16492483,-0.14738402,0.9619565217391304,0.9619565217391304,0.9510869565217392,0.9347826086956522,0.9130434782608696,0.8913043478260869,0.8641304347826086,0.8260869565217391,0.7391304347826086,0.657608695652174,0.4510869565217391,0.358695652173913,0.25,0.1847826086956521,0.1304347826086956,0.0978260869565217,0.0706521739130434,0.0434782608695652,0.0380434782608695,0.0217391304347826,0.0
anet_frame_8,temporal_action_swap,0,"(62,)",0.0067560445,0.04872177,0.10872525,-0.10381375,0.9838709677419356,0.9838709677419356,0.967741935483871,0.9193548387096774,0.8870967741935484,0.8709677419354839,0.8064516129032258,0.7741935483870968,0.7258064516129032,0.6451612903225806,0.5483870967741935,0.4677419354838709,0.3870967741935484,0.3225806451612903,0.3064516129032258,0.1935483870967742,0.1612903225806451,0.1129032258064516,0.0483870967741935,0.0483870967741935,0.0
anet_frame_8,neighborhood_same_entity,0,"(102,)",-0.00042821263,0.047875702,0.14938289,-0.13894781,0.9705882352941176,0.9509803921568628,0.9509803921568628,0.9411764705882352,0.9215686274509804,0.8823529411764706,0.8431372549019608,0.7647058823529411,0.6764705882352942,0.5784313725490197,0.5,0.3823529411764705,0.2941176470588235,0.2352941176470588,0.1568627450980392,0.1078431372549019,0.0588235294117647,0.0588235294117647,0.0392156862745098,0.0392156862745098,0.0
anet_frame_8,neighborhood_different_entity,0,"(35,)",-0.002391841,0.040360585,0.0938511,-0.12359499,0.9714285714285714,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9142857142857144,0.7714285714285715,0.7428571428571429,0.6285714285714286,0.4571428571428571,0.2857142857142857,0.2285714285714285,0.2,0.0857142857142857,0.0857142857142857,0.0571428571428571,0.0571428571428571,0.0571428571428571,0.0285714285714285,0.0
anet_frame_8,counter_spatial,0,"(935,)",0.0042912764,0.046586785,0.20615412,-0.15888955,0.990374331550802,0.9807486631016042,0.9711229946524064,0.948663101604278,0.9229946524064172,0.895187165775401,0.8481283422459893,0.7903743315508022,0.7219251336898396,0.627807486631016,0.5315508021390374,0.4117647058823529,0.3283422459893048,0.2406417112299465,0.1839572192513369,0.148663101604278,0.106951871657754,0.0844919786096256,0.0598930481283422,0.0438502673796791,0.0
anet_frame_8,counter_contact,0,"(1008,)",0.008988678,0.048762865,0.19238278,-0.16764969,0.9831349206349206,0.9751984126984128,0.9662698412698412,0.9553571428571428,0.929563492063492,0.9146825396825397,0.8809523809523809,0.8293650793650794,0.748015873015873,0.6656746031746031,0.558531746031746,0.4702380952380952,0.3740079365079365,0.3005952380952381,0.2202380952380952,0.1617063492063492,0.1220238095238095,0.0972222222222222,0.0773809523809523,0.0535714285714285,0.0
anet_frame_8,counter_action,0,"(1168,)",0.016315794,0.048603058,0.18318962,-0.1794439,0.9871575342465754,0.9837328767123288,0.973458904109589,0.9580479452054794,0.9460616438356164,0.928082191780822,0.9006849315068494,0.8561643835616438,0.7988013698630136,0.7277397260273972,0.6378424657534246,0.5462328767123288,0.4520547945205479,0.3604452054794521,0.2851027397260274,0.2200342465753424,0.172945205479452,0.1292808219178082,0.0967465753424657,0.0650684931506849,0.0
anet_frame_8,counter_attribute,0,"(818,)",0.014617787,0.052472454,0.20877597,-0.17026219,0.9853300733496332,0.9743276283618582,0.969437652811736,0.9584352078239609,0.9376528117359412,0.902200488997555,0.8753056234718827,0.8190709046454768,0.7628361858190709,0.69559902200489,0.6124694376528117,0.508557457212714,0.4034229828850856,0.3410757946210269,0.2897310513447432,0.2322738386308068,0.1821515892420538,0.147921760391198,0.1051344743276283,0.0770171149144254,0.0
